"uri","bill type","date","home page","home page > uri","identifier","label","session > display name","sponsors > sponsor printed","title"
"http://data.parliament.uk/resources/393522","Presentation","2015-03-27","sugarinfoodanddrinkstargetslabellingandadvertising.html","http://services.parliament.uk/bills/sugarinfoodanddrinkstargetslabellingandadvertising.html",,"Sugar in Food and Drinks (Targets, Labelling and Advertising)","2014-2015","Geraint Davies","Sugar in Food and Drinks (Targets, Labelling and Advertising)"
"http://data.parliament.uk/resources/393523","Ten Minute Rule","2015-03-27","tyresbusesandcoaches.html","http://services.parliament.uk/bills/tyresbusesandcoaches.html",,"Tyres (Buses and Coaches)","2014-2015","Steve Rotheram","Tyres (Buses and Coaches)"
"http://data.parliament.uk/resources/393537","Ten Minute Rule","2015-03-27","wildanimalsincircuses.html","http://services.parliament.uk/bills/wildanimalsincircuses.html",,"Wild Animals in Circuses","2014-2015","Jim Fitzpatrick","Wild Animals in Circuses"
"http://data.parliament.uk/resources/393542","Ten Minute Rule","2015-03-27","specialistprintingequipmentandmaterialsoffences.html","http://services.parliament.uk/bills/specialistprintingequipmentandmaterialsoffences.html",,"Specialist Printing Equipment and Materials (Offences)","2014-2015","Baroness Berridge","Specialist Printing Equipment and Materials (Offences)"
"http://data.parliament.uk/resources/393542","Ten Minute Rule","2015-03-27","specialistprintingequipmentandmaterialsoffences.html","http://services.parliament.uk/bills/specialistprintingequipmentandmaterialsoffences.html",,"Specialist Printing Equipment and Materials (Offences)","2014-2015","Mr David Amess","Specialist Printing Equipment and Materials (Offences)"
"http://data.parliament.uk/resources/393545","Government","2015-03-27","recallofmps.html","http://services.parliament.uk/bills/recallofmps.html",,"Recall of MPs","2014-2015","Lord Wallace of Saltaire","Recall of MPs"
"http://data.parliament.uk/resources/393545","Government","2015-03-27","recallofmps.html","http://services.parliament.uk/bills/recallofmps.html",,"Recall of MPs","2014-2015","Nick Clegg","Recall of MPs"
"http://data.parliament.uk/resources/393567","Presentation","2015-03-27","unitedkingdomparliamentsovereigntyandjurisdictionoverborders.html","http://services.parliament.uk/bills/unitedkingdomparliamentsovereigntyandjurisdictionoverborders.html",,"United Kingdom Parliament (Sovereignty and Jurisdiction over Borders)","2014-2015","Sir William Cash","United Kingdom Parliament (Sovereignty and Jurisdiction over Borders)"
"http://data.parliament.uk/resources/393575","Ten Minute Rule","2015-03-27","womensrefugesprovisionandeligibility.html","http://services.parliament.uk/bills/womensrefugesprovisionandeligibility.html",,"Women’s Refuges (Provision and Eligibility)","2014-2015","Norman Baker","Women’s Refuges (Provision and Eligibility)"
"http://data.parliament.uk/resources/393576","Government","2015-03-27","lordsspiritualwomen.html","http://services.parliament.uk/bills/lordsspiritualwomen.html",,"Lords Spiritual (Women)","2014-2015","Lord Faulks","Lords Spiritual (Women)"
"http://data.parliament.uk/resources/393576","Government","2015-03-27","lordsspiritualwomen.html","http://services.parliament.uk/bills/lordsspiritualwomen.html",,"Lords Spiritual (Women)","2014-2015","Nick Clegg","Lords Spiritual (Women)"
"http://data.parliament.uk/resources/393579","Government","2015-03-27","corporationtaxnorthernireland.html","http://services.parliament.uk/bills/corporationtaxnorthernireland.html",,"Corporation Tax (Northern Ireland)","2014-2015","Baroness Randerson","Corporation Tax (Northern Ireland)"
"http://data.parliament.uk/resources/393579","Government","2015-03-27","corporationtaxnorthernireland.html","http://services.parliament.uk/bills/corporationtaxnorthernireland.html",,"Corporation Tax (Northern Ireland)","2014-2015","George Osborne","Corporation Tax (Northern Ireland)"
"http://data.parliament.uk/resources/393581","Ten Minute Rule","2015-03-27","votingcivicobligation.html","http://services.parliament.uk/bills/votingcivicobligation.html",,"Voting (Civic Obligation)","2014-2015","Mr David Winnick","Voting (Civic Obligation)"
"http://data.parliament.uk/resources/393587","Ten Minute Rule","2015-03-27","voter_registration.html","http://services.parliament.uk/bills/voter_registration.html",,"Voter Registration","2014-2015","Chris Ruane","Voter Registration"
"http://data.parliament.uk/resources/393592","Government","2015-03-27","houseofcommonscommission.html","http://services.parliament.uk/bills/houseofcommonscommission.html",,"House of Commons Commission","2014-2015","Lord Wallace of Saltaire","House of Commons Commission"
"http://data.parliament.uk/resources/393592","Government","2015-03-27","houseofcommonscommission.html","http://services.parliament.uk/bills/houseofcommonscommission.html",,"House of Commons Commission","2014-2015","William Hague","House of Commons Commission"
"http://data.parliament.uk/resources/393593","Ten Minute Rule","2015-03-27","tuitionfeetransparencyandaccountability.html","http://services.parliament.uk/bills/tuitionfeetransparencyandaccountability.html",,"Tuition Fee (Transparency and Accountability)","2014-2015","Oliver Colvile","Tuition Fee (Transparency and Accountability)"
"http://data.parliament.uk/resources/393597","Government","2015-03-27","supplyandappropriationanticipationandadjustments.html","http://services.parliament.uk/bills/supplyandappropriationanticipationandadjustments.html",,"Supply and Appropriation (Anticipation and Adjustments)","2014-2015","George Osborne","Supply and Appropriation (Anticipation and Adjustments)"
"http://data.parliament.uk/resources/393597","Government","2015-03-27","supplyandappropriationanticipationandadjustments.html","http://services.parliament.uk/bills/supplyandappropriationanticipationandadjustments.html",,"Supply and Appropriation (Anticipation and Adjustments)","2014-2015","Lord Newby","Supply and Appropriation (Anticipation and Adjustments)"
"http://data.parliament.uk/resources/393599","Ten Minute Rule","2015-03-27","victimsbillofrights.html","http://services.parliament.uk/bills/victimsbillofrights.html",,"Victims (Bill of Rights)","2014-2015","Elfyn Llwyd","Victims (Bill of Rights)"
"http://data.parliament.uk/resources/393606","Ten Minute Rule","2015-03-27","tobaccomanufacturersproducerresponsibility.html","http://services.parliament.uk/bills/tobaccomanufacturersproducerresponsibility.html",,"Tobacco Manufacturers’ Producer Responsibility","2014-2015","Paul Burstow","Tobacco Manufacturers’ Producer Responsibility"
"http://data.parliament.uk/resources/393607","Government","2015-03-27","financeno2.html","http://services.parliament.uk/bills/financeno2.html",,"Finance","2014-2015","David Gauke","Finance"
"http://data.parliament.uk/resources/393607","Government","2015-03-27","financeno2.html","http://services.parliament.uk/bills/financeno2.html",,"Finance","2014-2015","Lord Newby","Finance"
"http://data.parliament.uk/resources/393610","Ten Minute Rule","2015-03-27","taxtransparencyandinternationaldevelopment.html","http://services.parliament.uk/bills/taxtransparencyandinternationaldevelopment.html",,"Tax Transparency and International Development","2014-2015","Fiona O'Donnell","Tax Transparency and International Development"
"http://data.parliament.uk/resources/393432","HoL Private","2015-03-19","divorcefinancialprovisionbill.html","http://services.parliament.uk/bills/divorcefinancialprovisionbill.html",,"Divorce (Financial Provision)","2014-2015","Baroness Deech","Divorce (Financial Provision)"
"http://data.parliament.uk/resources/393425","Government","2015-03-11","seriouscrime.html","http://services.parliament.uk/bills/seriouscrime.html",,"Serious Crime","2014-2015","Lord Taylor of Holbeach","Serious Crime"
"http://data.parliament.uk/resources/393425","Government","2015-03-11","seriouscrime.html","http://services.parliament.uk/bills/seriouscrime.html",,"Serious Crime","2014-2015","Mrs Theresa May","Serious Crime"
"http://data.parliament.uk/resources/393424","Government","2015-03-10","childcarepayments.html","http://services.parliament.uk/bills/childcarepayments.html",,"Childcare Payments","2014-2015","Mr George Osborne","Childcare Payments"
"http://data.parliament.uk/resources/393458","Government","2015-03-04","pensionschemes.html","http://services.parliament.uk/bills/pensionschemes.html",,"Pension Schemes","2014-2015","Iain Duncan Smith","Pension Schemes"
"http://data.parliament.uk/resources/393458","Government","2015-03-04","pensionschemes.html","http://services.parliament.uk/bills/pensionschemes.html",,"Pension Schemes","2014-2015","Lord Bourne of Aberystwyth","Pension Schemes"
"http://data.parliament.uk/resources/393394","Government","2015-02-13","criminaljusticeandcourts.html","http://services.parliament.uk/bills/criminaljusticeandcourts.html",,"Criminal Justice and Courts","2013-2014","Chris Grayling","Criminal Justice and Courts"
"http://data.parliament.uk/resources/393394","Government","2015-02-13","criminaljusticeandcourts.html","http://services.parliament.uk/bills/criminaljusticeandcourts.html",,"Criminal Justice and Courts","2014-2015","Lord Faulks","Criminal Justice and Courts"
"http://data.parliament.uk/resources/393426","Government","2015-02-13","infrastructure.html","http://services.parliament.uk/bills/infrastructure.html",,"Infrastructure","2014-2015","Baroness Kramer","Infrastructure"
"http://data.parliament.uk/resources/393426","Government","2015-02-13","infrastructure.html","http://services.parliament.uk/bills/infrastructure.html",,"Infrastructure","2014-2015","Patrick McLoughlin","Infrastructure"
"http://data.parliament.uk/resources/393453","Government","2015-02-13","socialactionresponsibilityandheroism.html","http://services.parliament.uk/bills/socialactionresponsibilityandheroism.html",,"Social Action, Responsibility and Heroism","2014-2015","Chris Grayling","Social Action, Responsibility and Heroism"
"http://data.parliament.uk/resources/393453","Government","2015-02-13","socialactionresponsibilityandheroism.html","http://services.parliament.uk/bills/socialactionresponsibilityandheroism.html",,"Social Action, Responsibility and Heroism","2014-2015","Lord Faulks","Social Action, Responsibility and Heroism"
"http://data.parliament.uk/resources/393527","Government","2015-02-13","nationalinsurancecontributions.html","http://services.parliament.uk/bills/nationalinsurancecontributions.html",,"National Insurance Contributions","2014-2015","George Osborne","National Insurance Contributions"
"http://data.parliament.uk/resources/393527","Government","2015-02-13","nationalinsurancecontributions.html","http://services.parliament.uk/bills/nationalinsurancecontributions.html",,"National Insurance Contributions","2014-2015","Lord Newby","National Insurance Contributions"
"http://data.parliament.uk/resources/393564","Government","2015-02-13","counterterrorismandsecurity.html","http://services.parliament.uk/bills/counterterrorismandsecurity.html",,"Counter-Terrorism and Security","2014-2015","Lord Bates","Counter-Terrorism and Security"
"http://data.parliament.uk/resources/393564","Government","2015-02-13","counterterrorismandsecurity.html","http://services.parliament.uk/bills/counterterrorismandsecurity.html",,"Counter-Terrorism and Security","2014-2015","Mrs Theresa May","Counter-Terrorism and Security"
"http://data.parliament.uk/resources/393569","Government","2015-02-13","stampdutylandtax.html","http://services.parliament.uk/bills/stampdutylandtax.html",,"Stamp Duty Land Tax","2014-2015","Mr David Gauke","Stamp Duty Land Tax"
"http://data.parliament.uk/resources/393430","HoL Private","2015-01-19","assisteddying.html","http://services.parliament.uk/bills/assisteddying.html",,"Assisted Dying","2014-2015","Lord Falconer of Thoroton","Assisted Dying"
"http://data.parliament.uk/resources/393582","HoL Private","2015-01-15","regulationofpoliticalopinionpolling.html","http://services.parliament.uk/bills/regulationofpoliticalopinionpolling.html",,"Regulation of Political Opinion Polling","2014-2015","Lord Foulkes of Cumnock","Regulation of Political Opinion Polling"
"http://data.parliament.uk/resources/393406","Government","2015-01-06","wales.html","http://services.parliament.uk/bills/wales.html",,"Wales","2013-2014","Baroness Randerson","Wales"
"http://data.parliament.uk/resources/393406","Government","2015-01-06","wales.html","http://services.parliament.uk/bills/wales.html",,"Wales","2014-2015","David Jones","Wales"
"http://data.parliament.uk/resources/393546","Government","2014-12-18","taxationofpensions.html","http://services.parliament.uk/bills/taxationofpensions.html",,"Taxation of Pensions","2014-2015","Lord Newby","Taxation of Pensions"
"http://data.parliament.uk/resources/393546","Government","2014-12-18","taxationofpensions.html","http://services.parliament.uk/bills/taxationofpensions.html",,"Taxation of Pensions","2014-2015","Mr George Osborne","Taxation of Pensions"
"http://data.parliament.uk/resources/393434","HoL Private","2014-12-15","cohabitationrights.html","http://services.parliament.uk/bills/cohabitationrights.html",,"Cohabitation Rights","2014-2015","Lord Marks of Henley-on-Thames","Cohabitation Rights"
"http://data.parliament.uk/resources/393435","HoL Private","2014-11-24","equalityact2010amendment.html","http://services.parliament.uk/bills/equalityact2010amendment.html",,"Equality Act 2010 (Amendment)","2014-2015","Lord Blencathra","Equality Act 2010 (Amendment)"
"http://data.parliament.uk/resources/393368","Private","2014-11-12","buckinghamshirecountycouncilfilmingonhighways.html","http://services.parliament.uk/bills/buckinghamshirecountycouncilfilmingonhighways.html",,"Buckinghamshire County Council (Filming on Highways)","2013-2014","Buckinghamshire County Council","Buckinghamshire County Council (Filming on Highways)"
"http://data.parliament.uk/resources/393368","Private","2014-11-12","buckinghamshirecountycouncilfilmingonhighways.html","http://services.parliament.uk/bills/buckinghamshirecountycouncilfilmingonhighways.html",,"Buckinghamshire County Council (Filming on Highways)","2014-2015","Buckinghamshire County Council","Buckinghamshire County Council (Filming on Highways)"
"http://data.parliament.uk/resources/393559","HoL Private","2014-11-12","primeministerlimitationofperiodofoffice.html","http://services.parliament.uk/bills/primeministerlimitationofperiodofoffice.html",,"Prime Minister (Limitation of Period of Office)","2014-2015","Lord Owen","Prime Minister (Limitation of Period of Office)"
"http://data.parliament.uk/resources/393547","HoL Private","2014-10-15","leaderofthehouseoflords.html","http://services.parliament.uk/bills/leaderofthehouseoflords.html",,"Leader of the House of Lords","2014-2015","Lord Forsyth of Drumlean","Leader of the House of Lords"
"http://data.parliament.uk/resources/393534","HoL Private","2014-07-29","righttodieathome.html","http://services.parliament.uk/bills/righttodieathome.html",,"Right to Die at Home","2014-2015","Lord Warner","Right to Die at Home"
"http://data.parliament.uk/resources/393533","HoL Private","2014-07-25","welfareofcats.html","http://services.parliament.uk/bills/welfareofcats.html",,"Welfare of Cats","2014-2015","Lord Black of Brentwood","Welfare of Cats"
"http://data.parliament.uk/resources/393409","Government","2014-07-18","finance.html","http://services.parliament.uk/bills/finance.html",,"Finance","2013-2014","Lord Deighton","Finance"
"http://data.parliament.uk/resources/393409","Government","2014-07-18","finance.html","http://services.parliament.uk/bills/finance.html",,"Finance","2014-2015","Mr David Gauke","Finance"
"http://data.parliament.uk/resources/393479","Government","2014-07-18","supplyandappropriationmainestimates.html","http://services.parliament.uk/bills/supplyandappropriationmainestimates.html",,"Supply and Appropriation (Main Estimates)","2014-2015","David Gauke","Supply and Appropriation (Main Estimates)"
"http://data.parliament.uk/resources/393479","Government","2014-07-18","supplyandappropriationmainestimates.html","http://services.parliament.uk/bills/supplyandappropriationmainestimates.html",,"Supply and Appropriation (Main Estimates)","2014-2015","Lord Newby","Supply and Appropriation (Main Estimates)"
"http://data.parliament.uk/resources/393519","Government","2014-07-18","dataretentionandinvestigatorypowers.html","http://services.parliament.uk/bills/dataretentionandinvestigatorypowers.html",,"Data Retention and Investigatory Powers","2014-2015","Lord Taylor of Holbeach","Data Retention and Investigatory Powers"
"http://data.parliament.uk/resources/393519","Government","2014-07-18","dataretentionandinvestigatorypowers.html","http://services.parliament.uk/bills/dataretentionandinvestigatorypowers.html",,"Data Retention and Investigatory Powers","2014-2015","Mrs Theresa May","Data Retention and Investigatory Powers"
"http://data.parliament.uk/resources/393528","HoL Private","2014-07-18","mesotheliomaamendment.html","http://services.parliament.uk/bills/mesotheliomaamendment.html",,"Mesothelioma (Amendment)","2014-2015","Lord Alton of Liverpool","Mesothelioma (Amendment)"
"http://data.parliament.uk/resources/393525","HoL Private","2014-07-17","chancelrepairs.html","http://services.parliament.uk/bills/chancelrepairs.html",,"Chancel Repairs","2014-2015","Lord Avebury","Chancel Repairs"
"http://data.parliament.uk/resources/393259","Ballot","2014-07-04","houselordsreform.html","http://services.parliament.uk/bills/houselordsreform.html",,"House of Lords Reform","2013-2014","Dan Byles","House of Lords Reform"
"http://data.parliament.uk/resources/393259","Ballot","2014-07-04","houselordsreform.html","http://services.parliament.uk/bills/houselordsreform.html",,"House of Lords Reform","2013-2014","Lord Steel of Aikwood","House of Lords Reform"
"http://data.parliament.uk/resources/393433","HoL Private","2014-06-30","parliamentaryprivilegedefamation.html","http://services.parliament.uk/bills/parliamentaryprivilegedefamation.html",,"Parliamentary Privilege (Defamation)","2014-2015","Lord Lester of Herne Hill","Parliamentary Privilege (Defamation)"
"http://data.parliament.uk/resources/393455","HoL Private","2014-06-25","europeanunioninformationetc.html","http://services.parliament.uk/bills/europeanunioninformationetc.html",,"European Union (Information, etc.)","2014-2015","Lord Dykes","European Union (Information, etc.)"
"http://data.parliament.uk/resources/393456","HoL Private","2014-06-25","counciltaxvaluationbands.html","http://services.parliament.uk/bills/counciltaxvaluationbands.html",,"Council Tax Valuation Bands","2014-2015","Lord Marlesford","Council Tax Valuation Bands"
"http://data.parliament.uk/resources/393454","HoL Private","2014-06-17","europeanunionwithdrawal.html","http://services.parliament.uk/bills/europeanunionwithdrawal.html",,"European Union (Withdrawal)","2014-2015","Lord Pearson of Rannoch","European Union (Withdrawal)"
"http://data.parliament.uk/resources/393448","HoL Private","2014-06-13","votingagecomprehensivereduction.html","http://services.parliament.uk/bills/votingagecomprehensivereduction.html",,"Voting Age (Comprehensive Reduction)","2014-2015","Lord Tyler","Voting Age (Comprehensive Reduction)"
"http://data.parliament.uk/resources/393449","HoL Private","2014-06-13","fixedtermparliamentsact2011repeal.html","http://services.parliament.uk/bills/fixedtermparliamentsact2011repeal.html",,"Fixed-term Parliaments Act 2011 (Repeal)","2014-2015","Lord Grocott","Fixed-term Parliaments Act 2011 (Repeal)"
"http://data.parliament.uk/resources/393450","HoL Private","2014-06-13","licensingact2003amendment.html","http://services.parliament.uk/bills/licensingact2003amendment.html",,"Licensing Act 2003 (Amendment)","2014-2015","Lord Brooke of Alverthorpe","Licensing Act 2003 (Amendment)"
"http://data.parliament.uk/resources/393451","HoL Private","2014-06-13","abortionact1967amendment.html","http://services.parliament.uk/bills/abortionact1967amendment.html",,"Abortion Act 1967 (Amendment)","2014-2015","Baroness Tonge","Abortion Act 1967 (Amendment)"
"http://data.parliament.uk/resources/393452","HoL Private","2014-06-13","bbctrusteeelectionandlicencefee.html","http://services.parliament.uk/bills/bbctrusteeelectionandlicencefee.html",,"BBC (Trustee Election and Licence Fee)","2014-2015","Lord Pearson of Rannoch","BBC (Trustee Election and Licence Fee)"
"http://data.parliament.uk/resources/393442","HoL Private","2014-06-12","employmentpractices.html","http://services.parliament.uk/bills/employmentpractices.html",,"Employment Practices","2014-2015","Lord Wigley","Employment Practices"
"http://data.parliament.uk/resources/393443","HoL Private","2014-06-12","successiontopeerages.html","http://services.parliament.uk/bills/successiontopeerages.html",,"Succession to Peerages","2014-2015","Lord Trefgarne","Succession to Peerages"
"http://data.parliament.uk/resources/393444","HoL Private","2014-06-12","publicadvocate.html","http://services.parliament.uk/bills/publicadvocate.html",,"Public Advocate","2014-2015","Lord Wills","Public Advocate"
"http://data.parliament.uk/resources/393445","HoL Private","2014-06-12","governanceofsport.html","http://services.parliament.uk/bills/governanceofsport.html",,"Governance of Sport","2014-2015","Lord Moynihan","Governance of Sport"
"http://data.parliament.uk/resources/393446","HoL Private","2014-06-12","arbitrationandmediationservicesequality.html","http://services.parliament.uk/bills/arbitrationandmediationservicesequality.html",,"Arbitration and Mediation Services (Equality)","2014-2015","Baroness Cox","Arbitration and Mediation Services (Equality)"
"http://data.parliament.uk/resources/393447","HoL Private","2014-06-12","landvaluetax.html","http://services.parliament.uk/bills/landvaluetax.html",,"Land Value Tax","2014-2015","Baroness Jones of Moulsecoomb","Land Value Tax"
"http://data.parliament.uk/resources/393438","HoL Private","2014-06-11","duchyofcornwall.html","http://services.parliament.uk/bills/duchyofcornwall.html",,"Duchy of Cornwall","2014-2015","Lord Berkeley","Duchy of Cornwall"
"http://data.parliament.uk/resources/393439","HoL Private","2014-06-11","voterregistration.html","http://services.parliament.uk/bills/voterregistration.html",,"Voter Registration","2014-2015","Lord Roberts of Llandudno","Voter Registration"
"http://data.parliament.uk/resources/393440","HoL Private","2014-06-11","onlinesafety.html","http://services.parliament.uk/bills/onlinesafety.html",,"Online Safety","2014-2015","Baroness Howe of Idlicote","Online Safety"
"http://data.parliament.uk/resources/393441","HoL Private","2014-06-11","armedforcesdeploymentroyalprerogative.html","http://services.parliament.uk/bills/armedforcesdeploymentroyalprerogative.html",,"Armed Forces Deployment (Royal Prerogative)","2014-2015","Baroness Falkner of Margravine","Armed Forces Deployment (Royal Prerogative)"
"http://data.parliament.uk/resources/393436","HoL Private","2014-06-10","highcostcreditagreementsadvertisingrestrictions.html","http://services.parliament.uk/bills/highcostcreditagreementsadvertisingrestrictions.html",,"High-cost Credit Agreements (Advertising Restrictions)","2014-2015","Lord Mitchell","High-cost Credit Agreements (Advertising Restrictions)"
"http://data.parliament.uk/resources/393227","HoL Private","2014-05-22","extensionoffranchisehouseoflords.html","http://services.parliament.uk/bills/extensionoffranchisehouseoflords.html",,"Extension of Franchise (House of Lords)","2013-2014","Lord Dubs","Extension of Franchise (House of Lords)"
"http://data.parliament.uk/resources/393227","HoL Private","2014-05-22","extensionoffranchisehouseoflords.html","http://services.parliament.uk/bills/extensionoffranchisehouseoflords.html",,"Extension of Franchise (House of Lords)","2013-2014","Stephen Pound","Extension of Franchise (House of Lords)"
"http://data.parliament.uk/resources/393222","Government","2014-05-20","care.html","http://services.parliament.uk/bills/care.html",,"Care","2013-2014","Earl Howe","Care"
"http://data.parliament.uk/resources/393222","Government","2014-05-20","care.html","http://services.parliament.uk/bills/care.html",,"Care","2013-2014","Mr Jeremy Hunt","Care"
"http://data.parliament.uk/resources/393325","Government","2014-05-20","water.html","http://services.parliament.uk/bills/water.html",,"Water","2013-2014","Lord de Mauley","Water"
"http://data.parliament.uk/resources/393325","Government","2014-05-20","water.html","http://services.parliament.uk/bills/water.html",,"Water","2013-2014","Owen Paterson","Water"
"http://data.parliament.uk/resources/393329","Government","2014-05-20","defencereform.html","http://services.parliament.uk/bills/defencereform.html",,"Defence Reform","2013-2014","Lord Astor of Hever","Defence Reform"
"http://data.parliament.uk/resources/393329","Government","2014-05-20","defencereform.html","http://services.parliament.uk/bills/defencereform.html",,"Defence Reform","2013-2014","Mr Philip Hammond","Defence Reform"
"http://data.parliament.uk/resources/393223","Government","2014-05-19","offenderrehabilitation.html","http://services.parliament.uk/bills/offenderrehabilitation.html",,"Offender Rehabilitation","2013-2014","Chris Grayling","Offender Rehabilitation"
"http://data.parliament.uk/resources/393223","Government","2014-05-19","offenderrehabilitation.html","http://services.parliament.uk/bills/offenderrehabilitation.html",,"Offender Rehabilitation","2013-2014","Lord McNally","Offender Rehabilitation"
"http://data.parliament.uk/resources/393226","Government","2014-05-15","intellectualproperty.html","http://services.parliament.uk/bills/intellectualproperty.html",,"Intellectual Property","2013-2014","Vince Cable","Intellectual Property"
"http://data.parliament.uk/resources/393226","Government","2014-05-15","intellectualproperty.html","http://services.parliament.uk/bills/intellectualproperty.html",,"Intellectual Property","2013-2014","Viscount Younger of Leckie","Intellectual Property"
"http://data.parliament.uk/resources/393230","HoL Private","2014-05-15","alanturingstatutorypardon.html","http://services.parliament.uk/bills/alanturingstatutorypardon.html",,"Alan Turing (Statutory Pardon)","2013-2014","John Leech","Alan Turing (Statutory Pardon)"
"http://data.parliament.uk/resources/393230","HoL Private","2014-05-15","alanturingstatutorypardon.html","http://services.parliament.uk/bills/alanturingstatutorypardon.html",,"Alan Turing (Statutory Pardon)","2013-2014","Lord Sharkey","Alan Turing (Statutory Pardon)"
"http://data.parliament.uk/resources/393232","Government","2014-05-15","pensions.html","http://services.parliament.uk/bills/pensions.html",,"Pensions","2013-2014","Lord Freud","Pensions"
"http://data.parliament.uk/resources/393232","Government","2014-05-15","pensions.html","http://services.parliament.uk/bills/pensions.html",,"Pensions","2013-2014","Mr Iain Duncan Smith","Pensions"
"http://data.parliament.uk/resources/393234","Government","2014-05-15","gamblinglicensingandadvertising.html","http://services.parliament.uk/bills/gamblinglicensingandadvertising.html",,"Gambling (Licensing and Advertising)","2013-2014","Lord Gardiner of Kimble","Gambling (Licensing and Advertising)"
"http://data.parliament.uk/resources/393234","Government","2014-05-15","gamblinglicensingandadvertising.html","http://services.parliament.uk/bills/gamblinglicensingandadvertising.html",,"Gambling (Licensing and Advertising)","2013-2014","Maria Miller","Gambling (Licensing and Advertising)"
"http://data.parliament.uk/resources/393256","Ballot","2014-05-15","highcostcredit.html","http://services.parliament.uk/bills/highcostcredit.html",,"High Cost Credit","2013-2014","Paul Blomfield","High Cost Credit"
"http://data.parliament.uk/resources/393258","Ballot","2014-05-15","deepseamining.html","http://services.parliament.uk/bills/deepseamining.html",,"Deep Sea Mining","2013-2014","Baroness Wilcox","Deep Sea Mining"
"http://data.parliament.uk/resources/393258","Ballot","2014-05-15","deepseamining.html","http://services.parliament.uk/bills/deepseamining.html",,"Deep Sea Mining","2013-2014","Sheryll Murray","Deep Sea Mining"
"http://data.parliament.uk/resources/393260","Ballot","2014-05-15","privatelandlordsandlettingandmanagingagentsregulation.html","http://services.parliament.uk/bills/privatelandlordsandlettingandmanagingagentsregulation.html",,"Private Landlords and Letting and Managing Agents (Regulation)","2013-2014","Sir Alan Meale","Private Landlords and Letting and Managing Agents (Regulation)"
"http://data.parliament.uk/resources/393261","Ballot","2014-05-15","apprenticeshipsandskillspublicprocurementcontracts.html","http://services.parliament.uk/bills/apprenticeshipsandskillspublicprocurementcontracts.html",,"Apprenticeships and Skills (Public Procurement Contracts)","2013-2014","Andrew Gwynne","Apprenticeships and Skills (Public Procurement Contracts)"
"http://data.parliament.uk/resources/393262","Ballot","2014-05-15","deliverysurchargestransparencyforconsumers.html","http://services.parliament.uk/bills/deliverysurchargestransparencyforconsumers.html",,"Delivery Surcharges (Transparency for Consumers)","2013-2014","Sir Robert Smith","Delivery Surcharges (Transparency for Consumers)"
"http://data.parliament.uk/resources/393263","Ballot","2014-05-15","drugdrivingassessmentofdrugmisuse.html","http://services.parliament.uk/bills/drugdrivingassessmentofdrugmisuse.html",,"Drug Driving (Assessment of Drug Misuse)","2013-2014","Graham Evans","Drug Driving (Assessment of Drug Misuse)"
"http://data.parliament.uk/resources/393264","Ballot","2014-05-15","communicationsunsolicitedtelephonecallsandtexts.html","http://services.parliament.uk/bills/communicationsunsolicitedtelephonecallsandtexts.html",,"Communications (Unsolicited Telephone Calls and Texts)","2013-2014","Mike Crockart","Communications (Unsolicited Telephone Calls and Texts)"
"http://data.parliament.uk/resources/393265","Ballot","2014-05-15","graduateddrivinglicencescheme.html","http://services.parliament.uk/bills/graduateddrivinglicencescheme.html",,"Graduated Driving Licence Scheme","2013-2014","Justin Tomlinson","Graduated Driving Licence Scheme"
"http://data.parliament.uk/resources/393266","Ballot","2014-05-15","childmaltreatment.html","http://services.parliament.uk/bills/childmaltreatment.html",,"Child Maltreatment","2013-2014","Mr Mark Williams","Child Maltreatment"
"http://data.parliament.uk/resources/393267","Ballot","2014-05-15","communicationsupportdeafness.html","http://services.parliament.uk/bills/communicationsupportdeafness.html",,"Communication Support (Deafness)","2013-2014","Sir Malcolm Bruce","Communication Support (Deafness)"
"http://data.parliament.uk/resources/393268","Ballot","2014-05-15","propertyblightcompensation.html","http://services.parliament.uk/bills/propertyblightcompensation.html",,"Property Blight Compensation","2013-2014","Mrs Caroline Spelman","Property Blight Compensation"
"http://data.parliament.uk/resources/393269","Ballot","2014-05-15","educationinformationsharing.html","http://services.parliament.uk/bills/educationinformationsharing.html",,"Education (Information Sharing)","2013-2014","Andrew Selous","Education (Information Sharing)"
"http://data.parliament.uk/resources/393270","Ballot","2014-05-15","prisonsdrugtesting.html","http://services.parliament.uk/bills/prisonsdrugtesting.html",,"Prisons (Drug Testing)","2013-2014","Margot James","Prisons (Drug Testing)"
"http://data.parliament.uk/resources/393272","Ballot","2014-05-15","unitedkingdomcorporateandindividualtaxandfinancialtransparency.html","http://services.parliament.uk/bills/unitedkingdomcorporateandindividualtaxandfinancialtransparency.html",,"United Kingdom Corporate and Individual Tax and Financial Transparency","2013-2014","Mr Michael Meacher","United Kingdom Corporate and Individual Tax and Financial Transparency"
"http://data.parliament.uk/resources/393273","Ballot","2014-05-15","localgovernmentreligiousetcobservances.html","http://services.parliament.uk/bills/localgovernmentreligiousetcobservances.html",,"Local Government (Religious etc. Observances)","2013-2014","Dr Matthew Offord","Local Government (Religious etc. Observances)"
"http://data.parliament.uk/resources/393274","Presentation","2014-05-15","facecoveringsprohibition.html","http://services.parliament.uk/bills/facecoveringsprohibition.html",,"Face Coverings (Prohibition)","2013-2014","Mr Philip Hollobone","Face Coverings (Prohibition)"
